title,slug,"published date",url,symbol,sentiment,compound,positive,neutral,negative,open,high,low,close,volume,change
"NEPSE Index Falls by 14.12 Points to Close at 2,734.83 Levels; Janaki Finance Tops Turnover List",nepse-index-falls-by-1412-points-to-close-at-273483-levels-janaki-finance-tops-turnover-list-2024-11-13,2024-11-13,https://www.sharesansar.com/newsdetail/nepse-index-falls-by-1412-points-to-close-at-273483-levels-janaki-finance-tops-turnover-list-2024-11-13,NEPSE,Positive,0.5106,0.18,0.82,0.0,2754.56,2754.56,2754.56,2754.56,7911976449.08,-0.51
"NEPSE Ends in Red, Dropping 0.40% with Goodwill Finance Leading Turnover; Four Scrips Hit Positive Circuit",nepse-ends-in-red-dropping-040-with-goodwill-finance-leading-turnover-four-scrips-hit-positive-circuit-2024-11-12,2024-11-12,https://www.sharesansar.com/newsdetail/nepse-ends-in-red-dropping-040-with-goodwill-finance-leading-turnover-four-scrips-hit-positive-circuit-2024-11-12,NEPSE,Positive,0.5574,0.194,0.806,0.0,2765.7,2765.7,2765.7,2765.7,7859740798.91,-0.4
"NEPSE Renews Membership of 90 Broker Companies and 2 Stock Dealers for FY 2081/82",nepse-renews-membership-of-90-broker-companies-and-2-stock-dealers-for-fy-208182-2024-11-12,2024-11-12,https://www.sharesansar.com/newsdetail/nepse-renews-membership-of-90-broker-companies-and-2-stock-dealers-for-fy-208182-2024-11-12,NEPSE,Neutral,0.0,0.0,1.0,0.0,2765.7,2765.7,2765.7,2765.7,7859740798.91,-0.4
"NEPSE Closes Higher, Gaining 22.14 Points; SAHAS Leads Turnover While Overall Volume Reaches Rs. 11.31 Arba",nepse-closes-higher-gaining-2214-points-sahas-leads-turnover-while-overall-volume-reaches-rs-1131-arba-2024-11-11,2024-11-11,https://www.sharesansar.com/newsdetail/nepse-closes-higher-gaining-2214-points-sahas-leads-turnover-while-overall-volume-reaches-rs-1131-arba-2024-11-11,NEPSE,Positive,0.4588,0.222,0.778,0.0,2740.12,2740.12,2740.12,2740.12,11315207127.09,0.8
"NEPSE Elevates by 62.54 Points, Closing at 2,738.06 with Strong Turnover of Rs. 9.71 Arba; Six Scrips Hit Positive Circuit",nepse-elevates-by-6254-points-closing-at-273806-with-strong-turnover-of-rs-971-arba-six-scrips-hit-positive-circuit-2024-11-10,2024-11-10,https://www.sharesansar.com/newsdetail/nepse-elevates-by-6254-points-closing-at-273806-with-strong-turnover-of-rs-971-arba-six-scrips-hit-positive-circuit-2024-11-10,NEPSE,Positive,0.7845,0.277,0.723,0.0,2681.59,2681.59,2681.59,2681.59,9771124073.55,2.33
"NEPSE to Remain Closed: Govt Declares Public Holiday on The Occasion of Chhath",nepse-to-remain-closed-govt-declares-public-holiday-on-the-occasion-of-chhath-2024-11-07,2024-11-07,https://www.sharesansar.com/newsdetail/nepse-to-remain-closed-govt-declares-public-holiday-on-the-occasion-of-chhath-2024-11-07,NEPSE,Positive,0.4019,0.184,0.816,0.0,2679.47,2679.47,2679.47,2679.47,5222486851.24,-0.07
"NEPSE Slips Subtly to Close at 2,675.51 Levels; NFS Leads Turnover Once Again",nepse-slips-subtly-to-close-at-267551-levels-nfs-leads-turnover-once-again-2024-11-06,2024-11-06,https://www.sharesansar.com/newsdetail/nepse-slips-subtly-to-close-at-267551-levels-nfs-leads-turnover-once-again-2024-11-06,NEPSE,Neutral,0.0,0.0,1.0,0.0,2679.47,2679.47,2679.47,2679.47,5222486851.24,-0.07
"NEPSE Index Slightly Dips Post-Tihar While Turnover Reaches Rs. 4.20 Arba; Non-Life Insurance Leads Gain by 1.06%",nepse-index-slightly-dips-post-tihar-while-turnover-reaches-rs-420-arba-non-life-insurance-leads-gain-by-106-2024-11-05,2024-11-05,https://www.sharesansar.com/newsdetail/nepse-index-slightly-dips-post-tihar-while-turnover-reaches-rs-420-arba-non-life-insurance-leads-gain-by-106-2024-11-05,NEPSE,Positive,0.5574,0.235,0.765,0.0,2678.97,2678.97,2678.97,2678.97,4205505237.61,0
"NEPSE Witnessed Loss of 0.53% to Close at 2,677.62 Levels; Hotels and Tourism Sector Gain Highest",nepse-witnessed-loss-of-053-to-close-at-267762-levels-hotels-and-tourism-sector-gain-highest-2024-10-30,2024-10-30,https://www.sharesansar.com/newsdetail/nepse-witnessed-loss-of-053-to-close-at-267762-levels-hotels-and-tourism-sector-gain-highest-2024-10-30,NEPSE,Positive,0.2732,0.173,0.711,0.117,2693.81,2693.81,2693.81,2693.81,5953950787.59,-0.53
"NEPSE to Remain Closed: Govt Declares Public Holiday on The Occasion of Tihar",nepse-to-remain-closed-govt-declares-public-holiday-on-the-occasion-of-tihar-2024-10-30,2024-10-30,https://www.sharesansar.com/newsdetail/nepse-to-remain-closed-govt-declares-public-holiday-on-the-occasion-of-tihar-2024-10-30,NEPSE,Positive,0.4019,0.184,0.816,0.0,2693.81,2693.81,2693.81,2693.81,5953950787.59,-0.53
"NEPSE Index Rises 46.69 Points to Close at 2,692.05, Marking 74.1-Point Gain in Two Days",nepse-index-rises-4669-points-to-close-at-269205-marking-741-point-gain-in-two-days-2024-10-29,2024-10-29,https://www.sharesansar.com/newsdetail/nepse-index-rises-4669-points-to-close-at-269205-marking-741-point-gain-in-two-days-2024-10-29,NEPSE,Positive,0.5267,0.195,0.805,0.0,2648.37,2648.37,2648.37,2648.37,6128264580.33,1.76
"NEPSE Index Rises 27.41 Points to Close at 2,645.36, All Sectors Closed Green",nepse-index-rises-2741-points-to-close-at-264536-all-sectors-closed-green-2024-10-28,2024-10-28,https://www.sharesansar.com/newsdetail/nepse-index-rises-2741-points-to-close-at-264536-all-sectors-closed-green-2024-10-28,NEPSE,Neutral,0.0,0.0,1.0,0.0,2620.91,2620.91,2620.91,2620.91,5344800912.48,1.04
"NEPSE Index Falls by 9.19 Points, Led by Decline in Banking Sector; ICFC Finance Tops Turnover List",nepse-index-falls-by-919-points-led-by-decline-in-banking-sector-icfc-finance-tops-turnover-list-2024-10-27,2024-10-27,https://www.sharesansar.com/newsdetail/nepse-index-falls-by-919-points-led-by-decline-in-banking-sector-icfc-finance-tops-turnover-list-2024-10-27,NEPSE,Positive,0.5106,0.171,0.829,0.0,2629.84,2629.84,2629.84,2629.84,4732487864.93,-0.34
"NEPSE Concludes Week With 4.31% Loss and Turnover of Rs 29.95 Arba; Weekly Summary with Sector Comparison, Major Highlights, and More",nepse-concludes-week-with-431-loss-and-turnover-of-rs-2995-arba-weekly-summary-with-sector-comparison-major-highlights-and-more-2024-10-25,2024-10-25,https://www.sharesansar.com/newsdetail/nepse-concludes-week-with-431-loss-and-turnover-of-rs-2995-arba-weekly-summary-with-sector-comparison-major-highlights-and-more-2024-10-25,NEPSE,Negative,-0.3182,0.0,0.897,0.103,2646.3,2646.3,2646.3,2646.3,5419104157.29,-0.68
"NEPSE Witnessed Loss of 0.68% to Close at 2,627.14 Levels; Only Hydropower Sector Closed In Green",nepse-witnessed-loss-of-068-to-close-at-262714-levels-only-hydropower-sector-closed-in-green-2024-10-24,2024-10-24,https://www.sharesansar.com/newsdetail/nepse-witnessed-loss-of-068-to-close-at-262714-levels-only-hydropower-sector-closed-in-green-2024-10-24,NEPSE,Negative,-0.3182,0.0,0.867,0.133,2646.3,2646.3,2646.3,2646.3,5419104157.29,-0.68
"NEPSE Settles Today's Session With Double-Digit Loss: Market Capitalization Stood at Rs. 42.06 Kharba",nepse-settles-todays-session-with-double-digit-loss-market-capitalization-stood-at-rs-4206-kharba-2024-10-23,2024-10-23,https://www.sharesansar.com/newsdetail/nepse-settles-todays-session-with-double-digit-loss-market-capitalization-stood-at-rs-4206-kharba-2024-10-23,NEPSE,Negative,-0.3182,0.0,0.85,0.15,2675.2,2675.2,2675.2,2675.2,6278951853.73,-0.76
"NEPSE Index Rises 25.88 Points to Close at 2,665.81, All Sectors Closed Green",nepse-index-rises-2588-points-to-close-at-266581-all-sectors-closed-green-2024-10-22,2024-10-22,https://www.sharesansar.com/newsdetail/nepse-index-rises-2588-points-to-close-at-266581-all-sectors-closed-green-2024-10-22,NEPSE,Neutral,0.0,0.0,1.0,0.0,2640.12,2640.12,2640.12,2640.12,4171665619.7,0.98
"Capital Gains Tax Collection Sees Sharp Decline Due to Reduced Share Trading",capital-gains-tax-collection-sees-sharp-decline-due-to-reduced-share-trading-2024-10-22,2024-10-22,https://www.sharesansar.com/newsdetail/capital-gains-tax-collection-sees-sharp-decline-due-to-reduced-share-trading-2024-10-22,NEPSE,Positive,0.5574,0.315,0.685,0.0,2640.12,2640.12,2640.12,2640.12,4171665619.7,0.98
"NEPSE Suffers Double-Digit Decline, Drops Over 105 Points in Two Days; Market Cap at Rs. 41.97 Kharba",nepse-suffers-double-digit-decline-drops-over-105-points-in-two-days-market-cap-at-rs-4197-kharba-2024-10-21,2024-10-21,https://www.sharesansar.com/newsdetail/nepse-suffers-double-digit-decline-drops-over-105-points-in-two-days-market-cap-at-rs-4197-kharba-2024-10-21,NEPSE,Negative,-0.4767,0.0,0.838,0.162,2698.71,2698.71,2698.71,2698.71,5900791044.48,-2.14
"NEPSE Index Sheds 47.44 Points to Close at 2,697.91 Levels, Overall Turnover Inclined to Rs. 8.18 Arba",nepse-index-sheds-4744-points-to-close-at-269791-levels-overall-turnover-inclined-to-rs-818-arba-2024-10-20,2024-10-20,https://www.sharesansar.com/newsdetail/nepse-index-sheds-4744-points-to-close-at-269791-levels-overall-turnover-inclined-to-rs-818-arba-2024-10-20,NEPSE,Neutral,0.0,0.0,1.0,0.0,2733.35,2733.35,2733.35,2733.35,8180262572.12,-1.72
"NEPSE Index Gains Around 77.17 Points Post-Dashain; Market Cap at Rs. 43.65 Kharba",nepse-index-gains-around-7717-points-post-dashain-market-cap-at-rs-4365-kharba-2024-10-17,2024-10-17,https://www.sharesansar.com/newsdetail/nepse-index-gains-around-7717-points-post-dashain-market-cap-at-rs-4365-kharba-2024-10-17,NEPSE,Positive,0.34,0.167,0.833,0.0,2747.69,2747.69,2747.69,2747.69,7192792166.86,0.09
"NEPSE Index Rallies to 2,742.88 with 43.22-Point Surge; All Sector Indices End in Green",nepse-index-rallies-to-274288-with-4322-point-surge-all-sector-indices-end-in-green-2024-10-16,2024-10-16,https://www.sharesansar.com/newsdetail/nepse-index-rallies-to-274288-with-4322-point-surge-all-sector-indices-end-in-green-2024-10-16,NEPSE,Neutral,0.0,0.0,1.0,0.0,2704.79,2704.79,2704.79,2704.79,5660237737.6,1.6
"NEPSE Surges by 31.48 Points After Dashain, Finance Index Leads with 4.61% Gain",nepse-surges-by-3148-points-after-dashain-finance-index-leads-with-461-gain-2024-10-15,2024-10-15,https://www.sharesansar.com/newsdetail/nepse-surges-by-3148-points-after-dashain-finance-index-leads-with-461-gain-2024-10-15,NEPSE,Positive,0.5267,0.221,0.779,0.0,2668.08,2668.08,2668.08,2668.08,3062337799.24,1.17
"NEPSE To Remain Close To Mark Holiday On the Occasion of Dashain Festival",nepse-to-remain-close-to-mark-holiday-on-the-occasion-of-dashain-festival-2024-10-10,2024-10-10,https://www.sharesansar.com/newsdetail/nepse-to-remain-close-to-mark-holiday-on-the-occasion-of-dashain-festival-2024-10-10,NEPSE,Positive,0.7096,0.349,0.651,0.0,2661.8,2661.8,2661.8,2661.8,3761512706.84,0.18
"NEPSE Concludes Last Trading Day Before Dashain With 0.18% Gain; Market Cap at Rs. 42.42 Kharba",nepse-concludes-last-trading-day-before-dashain-with-018-gain-market-cap-at-rs-4242-kharba-2024-10-09,2024-10-09,https://www.sharesansar.com/newsdetail/nepse-concludes-last-trading-day-before-dashain-with-018-gain-market-cap-at-rs-4242-kharba-2024-10-09,NEPSE,Positive,0.5267,0.185,0.815,0.0,2661.8,2661.8,2661.8,2661.8,3761512706.84,0.18
"NEPSE Dips by 27.39 Points After Two-Day Rally, Finance Sector Takes the Biggest Hit",nepse-dips-by-2739-points-after-two-day-rally-finance-sector-takes-the-biggest-hit-2024-10-08,2024-10-08,https://www.sharesansar.com/newsdetail/nepse-dips-by-2739-points-after-two-day-rally-finance-sector-takes-the-biggest-hit-2024-10-08,NEPSE,Neutral,0.0,0.0,1.0,0.0,2692.49,2692.49,2692.49,2692.49,4593727244.34,-1.01
"NEPSE Index Rises 37.13 Points to Close at 2,690.72, Marking 93.22-Point Gain in Two Days",nepse-index-rises-3713-points-to-close-at-269072-marking-9322-point-gain-in-two-days-2024-10-07,2024-10-07,https://www.sharesansar.com/newsdetail/nepse-index-rises-3713-points-to-close-at-269072-marking-9322-point-gain-in-two-days-2024-10-07,NEPSE,Positive,0.5267,0.195,0.805,0.0,2656.8,2656.8,2656.8,2656.8,7095953027.17,1.39
"NEPSE Soars by 56.09 Points, Finance Sector Shines with a Stellar 6.30% Surge; NYADI Hits Positive Circuit",nepse-soars-by-5609-points-finance-sector-shines-with-a-stellar-630-surge-nyadi-hits-positive-circuit-2024-10-06,2024-10-06,https://www.sharesansar.com/newsdetail/nepse-soars-by-5609-points-finance-sector-shines-with-a-stellar-630-surge-nyadi-hits-positive-circuit-2024-10-06,NEPSE,Positive,0.5574,0.194,0.806,0.0,2597.51,2597.51,2597.51,2597.51,6138206705.7,2.15
"NEPSE Concludes The Week With 4.45% Gain and Turnover of Rs 22.16 Arba; Weekly Summary with Sector Comparison, Major Highlights, and More",nepse-concludes-the-week-with-445-gain-and-turnover-of-rs-2216-arba-weekly-summary-with-sector-comparison-major-highlights-and-more-2024-10-04,2024-10-04,https://www.sharesansar.com/newsdetail/nepse-concludes-the-week-with-445-gain-and-turnover-of-rs-2216-arba-weekly-summary-with-sector-comparison-major-highlights-and-more-2024-10-04,NEPSE,Positive,0.5267,0.139,0.861,0.0,2629.73,2629.73,2629.73,2629.73,6778195881.11,-0.99
"NEPSE to Remain Closed on Thursday, Govt Declares Public Holiday on The Occasion of Ghatasthapana",nepse-to-remain-closed-on-thursday-govt-declares-public-holiday-on-the-occasion-of-ghatasthapana-2024-10-03,2024-10-03,https://www.sharesansar.com/newsdetail/nepse-to-remain-closed-on-thursday-govt-declares-public-holiday-on-the-occasion-of-ghatasthapana-2024-10-03,NEPSE,Positive,0.4019,0.162,0.838,0.0,2629.73,2629.73,2629.73,2629.73,6778195881.11,-0.99
"NEPSE Drops by 26.07 Points with Rs. 6.77 Arba Turnover; Finance Sector Sole Gainer as Non-Life Insurance Suffers Steep Decline",nepse-drops-by-2607-points-with-rs-677-arba-turnover-finance-sector-sole-gainer-as-non-life-insurance-suffers-steep-decline-2024-10-02,2024-10-02,https://www.sharesansar.com/newsdetail/nepse-drops-by-2607-points-with-rs-677-arba-turnover-finance-sector-sole-gainer-as-non-life-insurance-suffers-steep-decline-2024-10-02,NEPSE,Negative,-0.4767,0.0,0.86,0.14,2629.73,2629.73,2629.73,2629.73,6778195881.11,-0.99
"NEPSE Index Achieves Triple-Digit Gain of 114.70 Points, Closing at 2,623.56 Levels with Overall Turnover of Rs. 7.61 Arba",nepse-index-achieves-triple-digit-gain-of-11470-points-closing-at-262356-levels-with-overall-turnover-of-rs-761-arba-2024-10-01,2024-10-01,https://www.sharesansar.com/newsdetail/nepse-index-achieves-triple-digit-gain-of-11470-points-closing-at-262356-levels-with-overall-turnover-of-rs-761-arba-2024-10-01,NEPSE,Positive,0.5267,0.159,0.841,0.0,2510.35,2510.35,2510.35,2510.35,7616522258,4.57
"NEPSE Witnessed Gain of 44.45 Points; Overall Volume Stood at Rs. 3.71 Arba",nepse-witnessed-gain-of-4445-points-overall-volume-stood-at-rs-371-arba-2024-09-30,2024-09-30,https://www.sharesansar.com/newsdetail/nepse-witnessed-gain-of-4445-points-overall-volume-stood-at-rs-371-arba-2024-09-30,NEPSE,Positive,0.5267,0.221,0.779,0.0,2466.6,2466.6,2466.6,2466.6,3715359935.12,1.8
"NEPSE Index Drops by 22.36 Points; Trading Sector Suffers Significant Decline",nepse-index-drops-by-2236-points-trading-sector-suffers-significant-decline-2024-09-29,2024-09-29,https://www.sharesansar.com/newsdetail/nepse-index-drops-by-2236-points-trading-sector-suffers-significant-decline-2024-09-29,NEPSE,Negative,-0.3182,0.129,0.647,0.223,2483.91,2483.91,2483.91,2483.91,4050658036.94,-0.89
"NEPSE Concludes Week With 3.49% Loss and Turnover of Rs 26.09 Arba; Weekly Summary with Sector Comparison, Major Highlights, and More",nepse-concludes-week-with-349-loss-and-turnover-of-rs-2609-arba-weekly-summary-with-sector-comparison-major-highlights-and-more-2024-09-27,2024-09-27,https://www.sharesansar.com/newsdetail/nepse-concludes-week-with-349-loss-and-turnover-of-rs-2609-arba-weekly-summary-with-sector-comparison-major-highlights-and-more-2024-09-27,NEPSE,Negative,-0.3182,0.0,0.897,0.103,2519.04,2519.04,2519.04,2519.04,4841407720.14,-1.3
"NEPSE Index Couldn't Sustain Yesterday's Gain; Plummets 1.30% Today While Volume Stood at Rs. 4.84 Arba",nepse-index-couldnt-sustain-yesterdays-gain-plummets-130-today-while-volume-stood-at-rs-484-arba-2024-09-26,2024-09-26,https://www.sharesansar.com/newsdetail/nepse-index-couldnt-sustain-yesterdays-gain-plummets-130-today-while-volume-stood-at-rs-484-arba-2024-09-26,NEPSE,Negative,-0.4168,0.0,0.844,0.156,2519.04,2519.04,2519.04,2519.04,4841407720.14,-1.3
"NEPSE Rebounds by 49.18 Points, Closing at 2,519.57; Five Scrips Hit Positive Circuit",nepse-rebounds-by-4918-points-closing-at-251957-five-scrips-hit-positive-circuit-2024-09-25,2024-09-25,https://www.sharesansar.com/newsdetail/nepse-rebounds-by-4918-points-closing-at-251957-five-scrips-hit-positive-circuit-2024-09-25,NEPSE,Positive,0.5574,0.231,0.769,0.0,2473.06,2473.06,2473.06,2473.06,4813223004.49,1.99
"NEPSE Index Plummets 117.95 Points Over Two Trading Days; Market Cap Declined to Rs. 39.28 Kharba",nepse-index-plummets-11795-points-over-two-trading-days-market-cap-declined-to-rs-3928-kharba-2024-09-24,2024-09-24,https://www.sharesansar.com/newsdetail/nepse-index-plummets-11795-points-over-two-trading-days-market-cap-declined-to-rs-3928-kharba-2024-09-24,NEPSE,Neutral,0.0,0.0,1.0,0.0,2529.14,2529.14,2529.14,2529.14,5689561356.69,-2.33
"Government Collects Rs 2.57 Arba in Capital Gains Tax Between Mid-August and Mid-September",government-collects-rs-257-arba-in-capital-gains-tax-between-mid-august-and-mid-september-2024-09-24,2024-09-24,https://www.sharesansar.com/newsdetail/government-collects-rs-257-arba-in-capital-gains-tax-between-mid-august-and-mid-september-2024-09-24,NEPSE,Positive,0.34,0.167,0.833,0.0,2529.14,2529.14,2529.14,2529.14,5689561356.69,-2.33
"NEPSE Index Drops by 59.02 Points; Finance Sector Suffers Significant Decline",nepse-index-drops-by-5902-points-finance-sector-suffers-significant-decline-2024-09-23,2024-09-23,https://www.sharesansar.com/newsdetail/nepse-index-drops-by-5902-points-finance-sector-suffers-significant-decline-2024-09-23,NEPSE,Negative,-0.3182,0.129,0.647,0.223,2607.86,2607.86,2607.86,2607.86,5660302683.5,-2.28
"NEPSE Cautions Investors: Beware of Unregistered Market Analysts",nepse-cautions-investors-beware-of-unregistered-market-analysts-2024-09-23,2024-09-23,https://www.sharesansar.com/newsdetail/nepse-cautions-investors-beware-of-unregistered-market-analysts-2024-09-23,NEPSE,Neutral,0.0,0.0,1.0,0.0,2607.86,2607.86,2607.86,2607.86,5660302683.5,-2.28
"NEPSE Index Climbs 11.58 Points to 2,588.35 with Banking Sector Leading Gains",nepse-index-climbs-1158-points-to-258835-with-banking-sector-leading-gains-2024-09-22,2024-09-22,https://www.sharesansar.com/newsdetail/nepse-index-climbs-1158-points-to-258835-with-banking-sector-leading-gains-2024-09-22,NEPSE,Positive,0.34,0.179,0.821,0.0,2601.29,2601.29,2601.29,2601.29,5092948690.69,0.44
"NEPSE Concludes Week With 4.16% Loss and Turnover of Rs 23.37 Arba; Weekly Summary with Sector Comparison, Major Highlights, and More",nepse-concludes-week-with-416-loss-and-turnover-of-rs-2337-arba-weekly-summary-with-sector-comparison-major-highlights-and-more-2024-09-20,2024-09-20,https://www.sharesansar.com/newsdetail/nepse-concludes-week-with-416-loss-and-turnover-of-rs-2337-arba-weekly-summary-with-sector-comparison-major-highlights-and-more-2024-09-20,NEPSE,Negative,-0.3182,0.0,0.897,0.103,2584.35,2584.35,2584.35,2584.35,5669194961.88,-0.15
"NEPSE to Remain Closed on Thursday, Govt Declares Public Holiday on The Occasion of Constitution Day",nepse-to-remain-closed-on-thursday-govt-declares-public-holiday-on-the-occasion-of-constitution-day-2024-09-19,2024-09-19,https://www.sharesansar.com/newsdetail/nepse-to-remain-closed-on-thursday-govt-declares-public-holiday-on-the-occasion-of-constitution-day-2024-09-19,NEPSE,Positive,0.4019,0.153,0.847,0.0,2584.35,2584.35,2584.35,2584.35,5669194961.88,-0.15
